Studiekode;Studienavn;Lærested;Studiested;Utdanningsområde og -type;Kvote;Opptaksrunde;År;Poenggrense;2020;2021;2022;2023;2024;2025;2026;Kolonne1
222164;Økonomi og administrasjon, Bø;USN;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2020;0;0;;;;;;;
222164;Økonomi og administrasjon, Bø;USN;;ØKADM;Ordinær kvote;Hovedopptak;2025;0;;;;;;0;;
222164;Økonomi og administrasjon, Bø;USN;;ØKADM;Ordinær kvote;Hovedopptak;2024;0;;;;;0;;;
222164;Økonomi og administrasjon, Bø;USN;;ØKADM;Ordinær kvote;Hovedopptak;2020;0;0;;;;;;;
222164;Økonomi og administrasjon, Bø;USN;Midt-Telemark;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;0;;;;;;;0;
222164;Økonomi og administrasjon, Bø;USN;Midt-Telemark;ØKADM;Ordinær kvote;Hovedopptak;2026;0;;;;;;;0;
222218;Økonomi og administrasjon, Hallingdal;USN;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;0;;;;;;0;;
222218;Økonomi og administrasjon, Hallingdal;USN;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2024;0;;;;;0;;;
222218;Økonomi og administrasjon, Hallingdal;USN;;ØKADM;Ordinær kvote;Hovedopptak;2025;0;;;;;;0;;
222218;Økonomi og administrasjon, Hallingdal;USN;;ØKADM;Ordinær kvote;Hovedopptak;2024;0;;;;;0;;;
222218;Økonomi og administrasjon, Hallingdal;USN;Gol;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;0;;;;;;;0;
222218;Økonomi og administrasjon, Hallingdal;USN;Gol;ØKADM;Ordinær kvote;Hovedopptak;2026;0;;;;;;;0;
222330;Økonomi og ledelse, Drammen;USN;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;40,2;;;;;;40,2;;
222330;Økonomi og ledelse, Drammen;USN;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2024;40,1;;;;;40,1;;;
222330;Økonomi og ledelse, Drammen;USN;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2023;41,4;;;;41,4;;;;
222330;Økonomi og ledelse, Drammen;USN;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2022;40;;;40;;;;;
222330;Økonomi og ledelse, Drammen;USN;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2021;42;;42;;;;;;
222330;Økonomi og ledelse, Drammen;USN;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2020;41,7;41,7;;;;;;;
222330;Økonomi og ledelse, Drammen;USN;;ØKADM;Ordinær kvote;Hovedopptak;2025;43,7;;;;;;43,7;;
222330;Økonomi og ledelse, Drammen;USN;;ØKADM;Ordinær kvote;Hovedopptak;2024;44,5;;;;;44,5;;;
222330;Økonomi og ledelse, Drammen;USN;;ØKADM;Ordinær kvote;Hovedopptak;2023;45,5;;;;45,5;;;;
222330;Økonomi og ledelse, Drammen;USN;;ØKADM;Ordinær kvote;Hovedopptak;2022;46,6;;;46,6;;;;;
222330;Økonomi og ledelse, Drammen;USN;;ØKADM;Ordinær kvote;Hovedopptak;2021;47,2;;47,2;;;;;;
222330;Økonomi og ledelse, Drammen;USN;;ØKADM;Ordinær kvote;Hovedopptak;2020;47;47;;;;;;;
222330;Økonomi og ledelse, Drammen;USN;Drammen;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;40,8;;;;;;;40,8;
222330;Økonomi og ledelse, Drammen;USN;Drammen;ØKADM;Ordinær kvote;Hovedopptak;2026;46;;;;;;;46;
222345;Økonomi og administrasjon - siviløkonom;USN;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;0;;;;;;0;;
222345;Økonomi og administrasjon - siviløkonom;USN;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2024;0;;;;;0;;;
222345;Økonomi og administrasjon - siviløkonom;USN;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2023;0;;;;0;;;;
222345;Økonomi og administrasjon - siviløkonom;USN;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2022;0;;;0;;;;;
222345;Økonomi og administrasjon - siviløkonom;USN;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2021;0;;0;;;;;;
222345;Økonomi og administrasjon - siviløkonom;USN;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2020;0;0;;;;;;;
222345;Økonomi og administrasjon - siviløkonom;USN;;ØKADM;Ordinær kvote;Hovedopptak;2025;0;;;;;;0;;
222345;Økonomi og administrasjon - siviløkonom;USN;;ØKADM;Ordinær kvote;Hovedopptak;2024;0;;;;;0;;;
222345;Økonomi og administrasjon - siviløkonom;USN;;ØKADM;Ordinær kvote;Hovedopptak;2023;0;;;;0;;;;
222345;Økonomi og administrasjon - siviløkonom;USN;;ØKADM;Ordinær kvote;Hovedopptak;2022;0;;;0;;;;;
222345;Økonomi og administrasjon - siviløkonom;USN;;ØKADM;Ordinær kvote;Hovedopptak;2021;0;;0;;;;;;
222345;Økonomi og administrasjon - siviløkonom;USN;;ØKADM;Ordinær kvote;Hovedopptak;2020;0;0;;;;;;;
222345;Økonomi og administrasjon - siviløkonom;USN;Ringerike;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;0;;;;;;;0;
222345;Økonomi og administrasjon - siviløkonom;USN;Ringerike;ØKADM;Ordinær kvote;Hovedopptak;2026;0;;;;;;;0;
222398;Økonomi og administrasjon, deltid;USN;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2024;0;;;;;0;;;
222398;Økonomi og administrasjon, deltid;USN;;ØKADM;Ordinær kvote;Hovedopptak;2024;0;;;;;0;;;
222398;Økonomi og administrasjon, deltid;USN;Gol;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;0;;;;;;0;;
222398;Økonomi og administrasjon, deltid;USN;Gol;ØKADM;Ordinær kvote;Hovedopptak;2025;0;;;;;;0;;
222625;Økonomi og administrasjon, Kongsberg;USN;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;0;;;;;;0;;
222625;Økonomi og administrasjon, Kongsberg;USN;;ØKADM;Ordinær kvote;Hovedopptak;2025;0;;;;;;0;;
222625;Økonomi og administrasjon, Kongsberg;USN;Kongsberg;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;0;;;;;;;0;
222625;Økonomi og administrasjon, Kongsberg;USN;Kongsberg;ØKADM;Ordinær kvote;Hovedopptak;2026;0;;;;;;;0;
224035;Økonomi og administrasjon;HIØ;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;0;;;;;;0;;
224035;Økonomi og administrasjon;HIØ;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2024;0;;;;;0;;;
224035;Økonomi og administrasjon;HIØ;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2023;36,8;;;;36,8;;;;
224035;Økonomi og administrasjon;HIØ;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2022;36,1;;;36,1;;;;;
224035;Økonomi og administrasjon;HIØ;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2021;37,9;;37,9;;;;;;
224035;Økonomi og administrasjon;HIØ;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2020;35;35;;;;;;;
224035;Økonomi og administrasjon;HIØ;;ØKADM;Ordinær kvote;Hovedopptak;2025;0;;;;;;0;;
224035;Økonomi og administrasjon;HIØ;;ØKADM;Ordinær kvote;Hovedopptak;2024;0;;;;;0;;;
224035;Økonomi og administrasjon;HIØ;;ØKADM;Ordinær kvote;Hovedopptak;2023;37,7;;;;37,7;;;;
224035;Økonomi og administrasjon;HIØ;;ØKADM;Ordinær kvote;Hovedopptak;2022;38,5;;;38,5;;;;;
224035;Økonomi og administrasjon;HIØ;;ØKADM;Ordinær kvote;Hovedopptak;2021;42,2;;42,2;;;;;;
224035;Økonomi og administrasjon;HIØ;;ØKADM;Ordinær kvote;Hovedopptak;2020;41,5;41,5;;;;;;;
224035;Økonomi og administrasjon;HIØ;Halden;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;0;;;;;;;0;
224035;Økonomi og administrasjon;HIØ;Halden;ØKADM;Ordinær kvote;Hovedopptak;2026;0;;;;;;;0;
224369;Økonomi og administrasjon , deltid;HIØ;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;0;;;;;;0;;
224369;Økonomi og administrasjon , deltid;HIØ;;ØKADM;Ordinær kvote;Hovedopptak;2025;0;;;;;;0;;
224369;Økonomi og administrasjon , deltid;HIØ;Halden;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;0;;;;;;;0;
224369;Økonomi og administrasjon , deltid;HIØ;Halden;ØKADM;Ordinær kvote;Hovedopptak;2026;0;;;;;;;0;
254035;Økonomi og administrasjon, Kristiansand;NLA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;36,3;;;;;;36,3;;
254035;Økonomi og administrasjon, Kristiansand;NLA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2024;36,3;;;;;36,3;;;
254035;Økonomi og administrasjon, Kristiansand;NLA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2023;38,2;;;;38,2;;;;
254035;Økonomi og administrasjon, Kristiansand;NLA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2022;36;;;36;;;;;
254035;Økonomi og administrasjon, Kristiansand;NLA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2021;38,6;;38,6;;;;;;
254035;Økonomi og administrasjon, Kristiansand;NLA;;ØKADM;Ordinær kvote;Hovedopptak;2025;30,4;;;;;;30,4;;
254035;Økonomi og administrasjon, Kristiansand;NLA;;ØKADM;Ordinær kvote;Hovedopptak;2024;32,4;;;;;32,4;;;
254035;Økonomi og administrasjon, Kristiansand;NLA;;ØKADM;Ordinær kvote;Hovedopptak;2023;36,2;;;;36,2;;;;
254035;Økonomi og administrasjon, Kristiansand;NLA;;ØKADM;Ordinær kvote;Hovedopptak;2022;33,5;;;33,5;;;;;
254035;Økonomi og administrasjon, Kristiansand;NLA;;ØKADM;Ordinær kvote;Hovedopptak;2021;38;;38;;;;;;
254035;Økonomi og administrasjon, Kristiansand;NLA;Kristiansand;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;36,2;;;;;;;36,2;
254035;Økonomi og administrasjon, Kristiansand;NLA;Kristiansand;ØKADM;Ordinær kvote;Hovedopptak;2026;32,5;;;;;;;32,5;
254369;Økonomi og administrasjon, Stavanger;NLA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;0;;;;;;0;;
254369;Økonomi og administrasjon, Stavanger;NLA;;ØKADM;Ordinær kvote;Hovedopptak;2025;0;;;;;;0;;
254369;Økonomi og administrasjon, Stavanger;NLA;Stavanger;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;0;;;;;;;0;
254369;Økonomi og administrasjon, Stavanger;NLA;Stavanger;ØKADM;Ordinær kvote;Hovedopptak;2026;0;;;;;;;0;
254470;Økonomi og administrasjon, Oslo;NLA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;39,5;;;;;;39,5;;
254470;Økonomi og administrasjon, Oslo;NLA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2024;40,7;;;;;40,7;;;
254470;Økonomi og administrasjon, Oslo;NLA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2023;42,1;;;;42,1;;;;
254470;Økonomi og administrasjon, Oslo;NLA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2022;42;;;42;;;;;
254470;Økonomi og administrasjon, Oslo;NLA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2021;42,6;;42,6;;;;;;
254470;Økonomi og administrasjon, Oslo;NLA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2020;41,6;41,6;;;;;;;
254470;Økonomi og administrasjon, Oslo;NLA;;ØKADM;Ordinær kvote;Hovedopptak;2025;39,5;;;;;;39,5;;
254470;Økonomi og administrasjon, Oslo;NLA;;ØKADM;Ordinær kvote;Hovedopptak;2024;41,2;;;;;41,2;;;
254470;Økonomi og administrasjon, Oslo;NLA;;ØKADM;Ordinær kvote;Hovedopptak;2023;42,1;;;;42,1;;;;
254470;Økonomi og administrasjon, Oslo;NLA;;ØKADM;Ordinær kvote;Hovedopptak;2022;44,8;;;44,8;;;;;
254470;Økonomi og administrasjon, Oslo;NLA;;ØKADM;Ordinær kvote;Hovedopptak;2021;45,8;;45,8;;;;;;
254470;Økonomi og administrasjon, Oslo;NLA;;ØKADM;Ordinær kvote;Hovedopptak;2020;46;46;;;;;;;
254470;Økonomi og administrasjon, Oslo;NLA;Oslo;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;38,9;;;;;;;38,9;
254470;Økonomi og administrasjon, Oslo;NLA;Oslo;ØKADM;Ordinær kvote;Hovedopptak;2026;40,4;;;;;;;40,4;
254515;Økonomi og administrasjon, Bergen;NLA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;46,8;;;;;;46,8;;
254515;Økonomi og administrasjon, Bergen;NLA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2024;46,4;;;;;46,4;;;
254515;Økonomi og administrasjon, Bergen;NLA;;ØKADM;Ordinær kvote;Hovedopptak;2025;48,4;;;;;;48,4;;
254515;Økonomi og administrasjon, Bergen;NLA;;ØKADM;Ordinær kvote;Hovedopptak;2024;48,2;;;;;48,2;;;
254515;Økonomi og administrasjon, Bergen;NLA;Bergen;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;46,4;;;;;;;46,4;
254515;Økonomi og administrasjon, Bergen;NLA;Bergen;ØKADM;Ordinær kvote;Hovedopptak;2026;47,5;;;;;;;47,5;
