Kvote;Lærested;Measure Names;Opptaksrunde;Studiekode;Studienavn;Studiested;Utdanningsområde og -type;År;Measure Values
Førstegangsvitnemålskvote;UIB;Poenggrense;Hovedopptak;184 853;Spesialpedagogikk;Bergen;PEDFAG;2023;45.7
Førstegangsvitnemålskvote;UIB;Søkere på venteliste;Hovedopptak;184 853;Spesialpedagogikk;Bergen;PEDFAG;2023;89
Ordinær kvote;NLA;Poenggrense;Hovedopptak;254 853;Spesialpedagogikk;Bergen;PEDFAG;2023;0
Ordinær kvote;NLA;Søkere på venteliste;Hovedopptak;254 853;Spesialpedagogikk;Bergen;PEDFAG;2023;0
Ordinær kvote;UIB;Poenggrense;Hovedopptak;184 853;Spesialpedagogikk;Bergen;PEDFAG;2023;50.4
Ordinær kvote;UIB;Søkere på venteliste;Hovedopptak;184 853;Spesialpedagogikk;Bergen;PEDFAG;2023;182
Førstegangsvitnemålskvote;NLA;Poenggrense;Suppleringsopptak;254 853;Spesialpedagogikk;Bergen;PEDFAG;2023;0
Førstegangsvitnemålskvote;NLA;Søkere på venteliste;Suppleringsopptak;254 853;Spesialpedagogikk;Bergen;PEDFAG;2023;0
Førstegangsvitnemålskvote;UIB;Poenggrense;Suppleringsopptak;184 853;Spesialpedagogikk;Bergen;PEDFAG;2023;45.3
Førstegangsvitnemålskvote;UIB;Søkere på venteliste;Suppleringsopptak;184 853;Spesialpedagogikk;Bergen;PEDFAG;2023;42
Ordinær kvote;NLA;Poenggrense;Suppleringsopptak;254 853;Spesialpedagogikk;Bergen;PEDFAG;2023;0
Ordinær kvote;NLA;Søkere på venteliste;Suppleringsopptak;254 853;Spesialpedagogikk;Bergen;PEDFAG;2023;0
Ordinær kvote;UIB;Poenggrense;Suppleringsopptak;184 853;Spesialpedagogikk;Bergen;PEDFAG;2023;50.4
Ordinær kvote;UIB;Søkere på venteliste;Suppleringsopptak;184 853;Spesialpedagogikk;Bergen;PEDFAG;2023;87
Førstegangsvitnemålskvote;UIA;Poenggrense;Hovedopptak;201 853;Spesialpedagogikk;Kristiansand;PEDFAG;2023;44.5
Førstegangsvitnemålskvote;UIA;Søkere på venteliste;Hovedopptak;201 853;Spesialpedagogikk;Kristiansand;PEDFAG;2023;54
Ordinær kvote;UIA;Poenggrense;Hovedopptak;201 853;Spesialpedagogikk;Kristiansand;PEDFAG;2023;49.4
Ordinær kvote;UIA;Søkere på venteliste;Hovedopptak;201 853;Spesialpedagogikk;Kristiansand;PEDFAG;2023;110
Førstegangsvitnemålskvote;UIA;Poenggrense;Suppleringsopptak;201 853;Spesialpedagogikk;Kristiansand;PEDFAG;2023;41.5
Førstegangsvitnemålskvote;UIA;Søkere på venteliste;Suppleringsopptak;201 853;Spesialpedagogikk;Kristiansand;PEDFAG;2023;21
Ordinær kvote;UIA;Poenggrense;Suppleringsopptak;201 853;Spesialpedagogikk;Kristiansand;PEDFAG;2023;48.3
Ordinær kvote;UIA;Søkere på venteliste;Suppleringsopptak;201 853;Spesialpedagogikk;Kristiansand;PEDFAG;2023;44
Førstegangsvitnemålskvote;INN;Poenggrense;Hovedopptak;209 853;Spesialpedagogikk;Lillehammer;PEDFAG;2023;0
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Hovedopptak;209 853;Spesialpedagogikk;Lillehammer;PEDFAG;2023;0
Ordinær kvote;INN;Poenggrense;Hovedopptak;209 853;Spesialpedagogikk;Lillehammer;PEDFAG;2023;40.9
Ordinær kvote;INN;Søkere på venteliste;Hovedopptak;209 853;Spesialpedagogikk;Lillehammer;PEDFAG;2023;41
Førstegangsvitnemålskvote;INN;Poenggrense;Suppleringsopptak;209 853;Spesialpedagogikk;Lillehammer;PEDFAG;2023;0
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Suppleringsopptak;209 853;Spesialpedagogikk;Lillehammer;PEDFAG;2023;0
Ordinær kvote;INN;Poenggrense;Suppleringsopptak;209 853;Spesialpedagogikk;Lillehammer;PEDFAG;2023;0
Ordinær kvote;INN;Søkere på venteliste;Suppleringsopptak;209 853;Spesialpedagogikk;Lillehammer;PEDFAG;2023;0
Førstegangsvitnemålskvote;USN;Poenggrense;Hovedopptak;222 853;Spesialpedagogikk;Notodden;PEDFAG;2023;0
Førstegangsvitnemålskvote;USN;Søkere på venteliste;Hovedopptak;222 853;Spesialpedagogikk;Notodden;PEDFAG;2023;0
Ordinær kvote;USN;Poenggrense;Hovedopptak;222 853;Spesialpedagogikk;Notodden;PEDFAG;2023;0
Ordinær kvote;USN;Søkere på venteliste;Hovedopptak;222 853;Spesialpedagogikk;Notodden;PEDFAG;2023;0
Førstegangsvitnemålskvote;USN;Poenggrense;Suppleringsopptak;222 853;Spesialpedagogikk;Notodden;PEDFAG;2023;0
Førstegangsvitnemålskvote;USN;Søkere på venteliste;Suppleringsopptak;222 853;Spesialpedagogikk;Notodden;PEDFAG;2023;0
Ordinær kvote;USN;Poenggrense;Suppleringsopptak;222 853;Spesialpedagogikk;Notodden;PEDFAG;2023;0
Ordinær kvote;USN;Søkere på venteliste;Suppleringsopptak;222 853;Spesialpedagogikk;Notodden;PEDFAG;2023;0
Førstegangsvitnemålskvote;UIO;Poenggrense;Hovedopptak;185 853;Spesialpedagogikk;Oslo;PEDFAG;2023;39.5
Førstegangsvitnemålskvote;UIO;Søkere på venteliste;Hovedopptak;185 853;Spesialpedagogikk;Oslo;PEDFAG;2023;176
Ordinær kvote;UIO;Poenggrense;Hovedopptak;185 853;Spesialpedagogikk;Oslo;PEDFAG;2023;46.8
Ordinær kvote;UIO;Søkere på venteliste;Hovedopptak;185 853;Spesialpedagogikk;Oslo;PEDFAG;2023;430
Førstegangsvitnemålskvote;UIO;Poenggrense;Suppleringsopptak;185 853;Spesialpedagogikk;Oslo;PEDFAG;2023;39.5
Førstegangsvitnemålskvote;UIO;Søkere på venteliste;Suppleringsopptak;185 853;Spesialpedagogikk;Oslo;PEDFAG;2023;81
Ordinær kvote;UIO;Poenggrense;Suppleringsopptak;185 853;Spesialpedagogikk;Oslo;PEDFAG;2023;46.8
Ordinær kvote;UIO;Søkere på venteliste;Suppleringsopptak;185 853;Spesialpedagogikk;Oslo;PEDFAG;2023;224
Førstegangsvitnemålskvote;UIT;Poenggrense;Hovedopptak;186 853;Spesialpedagogikk;Tromsø;PEDFAG;2023;0
Førstegangsvitnemålskvote;UIT;Søkere på venteliste;Hovedopptak;186 853;Spesialpedagogikk;Tromsø;PEDFAG;2023;0
Ordinær kvote;UIT;Poenggrense;Hovedopptak;186 853;Spesialpedagogikk;Tromsø;PEDFAG;2023;0
Ordinær kvote;UIT;Søkere på venteliste;Hovedopptak;186 853;Spesialpedagogikk;Tromsø;PEDFAG;2023;0
Førstegangsvitnemålskvote;UIT;Poenggrense;Suppleringsopptak;186 853;Spesialpedagogikk;Tromsø;PEDFAG;2023;0
Førstegangsvitnemålskvote;UIT;Søkere på venteliste;Suppleringsopptak;186 853;Spesialpedagogikk;Tromsø;PEDFAG;2023;0
Ordinær kvote;UIT;Poenggrense;Suppleringsopptak;186 853;Spesialpedagogikk;Tromsø;PEDFAG;2023;0
Ordinær kvote;UIT;Søkere på venteliste;Suppleringsopptak;186 853;Spesialpedagogikk;Tromsø;PEDFAG;2023;0
Førstegangsvitnemålskvote;NORD;Poenggrense;Hovedopptak;204 673;Spill- og opplevelsesteknologi;Levanger;MEDIEFAG;2023;0
Førstegangsvitnemålskvote;NORD;Søkere på venteliste;Hovedopptak;204 673;Spill- og opplevelsesteknologi;Levanger;MEDIEFAG;2023;0
Ordinær kvote;NORD;Poenggrense;Hovedopptak;204 673;Spill- og opplevelsesteknologi;Levanger;MEDIEFAG;2023;0
Ordinær kvote;NORD;Søkere på venteliste;Hovedopptak;204 673;Spill- og opplevelsesteknologi;Levanger;MEDIEFAG;2023;0
Førstegangsvitnemålskvote;NORD;Poenggrense;Suppleringsopptak;204 673;Spill- og opplevelsesteknologi;Levanger;MEDIEFAG;2023;0
Førstegangsvitnemålskvote;NORD;Søkere på venteliste;Suppleringsopptak;204 673;Spill- og opplevelsesteknologi;Levanger;MEDIEFAG;2023;0
Ordinær kvote;NORD;Poenggrense;Suppleringsopptak;204 673;Spill- og opplevelsesteknologi;Levanger;MEDIEFAG;2023;0
Ordinær kvote;NORD;Søkere på venteliste;Suppleringsopptak;204 673;Spill- og opplevelsesteknologi;Levanger;MEDIEFAG;2023;0
Førstegangsvitnemålskvote;INN;Poenggrense;Hovedopptak;209 183;Spillkunst og animasjon;Hamar;MEDIEFAG;2023;0
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Hovedopptak;209 183;Spillkunst og animasjon;Hamar;MEDIEFAG;2023;0
Ordinær kvote;INN;Poenggrense;Hovedopptak;209 183;Spillkunst og animasjon;Hamar;MEDIEFAG;2023;0
Ordinær kvote;INN;Søkere på venteliste;Hovedopptak;209 183;Spillkunst og animasjon;Hamar;MEDIEFAG;2023;0
Førstegangsvitnemålskvote;INN;Poenggrense;Suppleringsopptak;209 183;Spillkunst og animasjon;Hamar;MEDIEFAG;2023;0
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Suppleringsopptak;209 183;Spillkunst og animasjon;Hamar;MEDIEFAG;2023;0
Ordinær kvote;INN;Poenggrense;Suppleringsopptak;209 183;Spillkunst og animasjon;Hamar;MEDIEFAG;2023;0
Ordinær kvote;INN;Søkere på venteliste;Suppleringsopptak;209 183;Spillkunst og animasjon;Hamar;MEDIEFAG;2023;0
Førstegangsvitnemålskvote;INN;Poenggrense;Hovedopptak;209 839;Spillteknologi ;Hamar;INFOTEKN;2023;0
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Hovedopptak;209 839;Spillteknologi ;Hamar;INFOTEKN;2023;0
Ordinær kvote;INN;Poenggrense;Hovedopptak;209 839;Spillteknologi ;Hamar;INFOTEKN;2023;0
Ordinær kvote;INN;Søkere på venteliste;Hovedopptak;209 839;Spillteknologi ;Hamar;INFOTEKN;2023;0
Førstegangsvitnemålskvote;INN;Poenggrense;Suppleringsopptak;209 839;Spillteknologi ;Hamar;INFOTEKN;2023;0
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Suppleringsopptak;209 839;Spillteknologi ;Hamar;INFOTEKN;2023;0
Ordinær kvote;INN;Poenggrense;Suppleringsopptak;209 839;Spillteknologi ;Hamar;INFOTEKN;2023;0
Ordinær kvote;INN;Søkere på venteliste;Suppleringsopptak;209 839;Spillteknologi ;Hamar;INFOTEKN;2023;0
Førstegangsvitnemålskvote;NIH;Poenggrense;Hovedopptak;150 486;Sport Management;Oslo;IDRETT;2023;48.6
Førstegangsvitnemålskvote;NIH;Søkere på venteliste;Hovedopptak;150 486;Sport Management;Oslo;IDRETT;2023;257
Ordinær kvote;NIH;Poenggrense;Hovedopptak;150 486;Sport Management;Oslo;IDRETT;2023;52.4
Ordinær kvote;NIH;Søkere på venteliste;Hovedopptak;150 486;Sport Management;Oslo;IDRETT;2023;404
Førstegangsvitnemålskvote;NIH;Poenggrense;Suppleringsopptak;150 486;Sport Management;Oslo;IDRETT;2023;48.5
Førstegangsvitnemålskvote;NIH;Søkere på venteliste;Suppleringsopptak;150 486;Sport Management;Oslo;IDRETT;2023;96
Ordinær kvote;NIH;Poenggrense;Suppleringsopptak;150 486;Sport Management;Oslo;IDRETT;2023;52.4
Ordinær kvote;NIH;Søkere på venteliste;Suppleringsopptak;150 486;Sport Management;Oslo;IDRETT;2023;169
Førstegangsvitnemålskvote;INN;Poenggrense;Hovedopptak;209 485;Sport Management;Lillehammer;ØKADM;2023;35.7
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Hovedopptak;209 485;Sport Management;Lillehammer;ØKADM;2023;8
Ordinær kvote;INN;Poenggrense;Hovedopptak;209 485;Sport Management;Lillehammer;ØKADM;2023;34.9
Ordinær kvote;INN;Søkere på venteliste;Hovedopptak;209 485;Sport Management;Lillehammer;ØKADM;2023;14
Førstegangsvitnemålskvote;INN;Poenggrense;Suppleringsopptak;209 485;Sport Management;Lillehammer;ØKADM;2023;35.7
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Suppleringsopptak;209 485;Sport Management;Lillehammer;ØKADM;2023;3
Ordinær kvote;INN;Poenggrense;Suppleringsopptak;209 485;Sport Management;Lillehammer;ØKADM;2023;34.9
Ordinær kvote;INN;Søkere på venteliste;Suppleringsopptak;209 485;Sport Management;Lillehammer;ØKADM;2023;6
Førstegangsvitnemålskvote;HIM;Poenggrense;Hovedopptak;211 488;Sport Management;Molde;SAMFUNN;2023;0
Førstegangsvitnemålskvote;HIM;Søkere på venteliste;Hovedopptak;211 488;Sport Management;Molde;SAMFUNN;2023;0
Ordinær kvote;HIM;Poenggrense;Hovedopptak;211 488;Sport Management;Molde;SAMFUNN;2023;0
Ordinær kvote;HIM;Søkere på venteliste;Hovedopptak;211 488;Sport Management;Molde;SAMFUNN;2023;0
Førstegangsvitnemålskvote;HIM;Poenggrense;Suppleringsopptak;211 488;Sport Management;Molde;SAMFUNN;2023;0
Førstegangsvitnemålskvote;HIM;Søkere på venteliste;Suppleringsopptak;211 488;Sport Management;Molde;SAMFUNN;2023;0
Ordinær kvote;HIM;Poenggrense;Suppleringsopptak;211 488;Sport Management;Molde;SAMFUNN;2023;0
Ordinær kvote;HIM;Søkere på venteliste;Suppleringsopptak;211 488;Sport Management;Molde;SAMFUNN;2023;0
Førstegangsvitnemålskvote;HIØ;Poenggrense;Hovedopptak;224 901;Språk (engelsk/fransk/spansk/tysk);Halden;SPRÅK;2023;0
Førstegangsvitnemålskvote;HIØ;Søkere på venteliste;Hovedopptak;224 901;Språk (engelsk/fransk/spansk/tysk);Halden;SPRÅK;2023;0
Ordinær kvote;HIØ;Poenggrense;Hovedopptak;224 901;Språk (engelsk/fransk/spansk/tysk);Halden;SPRÅK;2023;0
Ordinær kvote;HIØ;Søkere på venteliste;Hovedopptak;224 901;Språk (engelsk/fransk/spansk/tysk);Halden;SPRÅK;2023;0
Førstegangsvitnemålskvote;HIØ;Poenggrense;Suppleringsopptak;224 901;Språk (engelsk/fransk/spansk/tysk);Halden;SPRÅK;2023;0
Førstegangsvitnemålskvote;HIØ;Søkere på venteliste;Suppleringsopptak;224 901;Språk (engelsk/fransk/spansk/tysk);Halden;SPRÅK;2023;0
Ordinær kvote;HIØ;Poenggrense;Suppleringsopptak;224 901;Språk (engelsk/fransk/spansk/tysk);Halden;SPRÅK;2023;0
Ordinær kvote;HIØ;Søkere på venteliste;Suppleringsopptak;224 901;Språk (engelsk/fransk/spansk/tysk);Halden;SPRÅK;2023;0
Førstegangsvitnemålskvote;HVO;Poenggrense;Hovedopptak;223 891;Språk og litteratur;Volda;SPRÅK;2023;0
Førstegangsvitnemålskvote;HVO;Søkere på venteliste;Hovedopptak;223 891;Språk og litteratur;Volda;SPRÅK;2023;0
Ordinær kvote;HVO;Poenggrense;Hovedopptak;223 891;Språk og litteratur;Volda;SPRÅK;2023;0
Ordinær kvote;HVO;Søkere på venteliste;Hovedopptak;223 891;Språk og litteratur;Volda;SPRÅK;2023;0
Førstegangsvitnemålskvote;HVO;Poenggrense;Suppleringsopptak;223 891;Språk og litteratur;Volda;SPRÅK;2023;0
Førstegangsvitnemålskvote;HVO;Søkere på venteliste;Suppleringsopptak;223 891;Språk og litteratur;Volda;SPRÅK;2023;0
Ordinær kvote;HVO;Poenggrense;Suppleringsopptak;223 891;Språk og litteratur;Volda;SPRÅK;2023;0
Ordinær kvote;HVO;Søkere på venteliste;Suppleringsopptak;223 891;Språk og litteratur;Volda;SPRÅK;2023;0
Førstegangsvitnemålskvote;USN;Poenggrense;Hovedopptak;222 891;Språk og litteratur, Vestfold;Horten;SPRÅK;2023;0
Førstegangsvitnemålskvote;USN;Søkere på venteliste;Hovedopptak;222 891;Språk og litteratur, Vestfold;Horten;SPRÅK;2023;0
Ordinær kvote;USN;Poenggrense;Hovedopptak;222 891;Språk og litteratur, Vestfold;Horten;SPRÅK;2023;0
Ordinær kvote;USN;Søkere på venteliste;Hovedopptak;222 891;Språk og litteratur, Vestfold;Horten;SPRÅK;2023;0
Førstegangsvitnemålskvote;USN;Poenggrense;Suppleringsopptak;222 891;Språk og litteratur, Vestfold;Horten;SPRÅK;2023;0
Førstegangsvitnemålskvote;USN;Søkere på venteliste;Suppleringsopptak;222 891;Språk og litteratur, Vestfold;Horten;SPRÅK;2023;0
Ordinær kvote;USN;Poenggrense;Suppleringsopptak;222 891;Språk og litteratur, Vestfold;Horten;SPRÅK;2023;0
Ordinær kvote;USN;Søkere på venteliste;Suppleringsopptak;222 891;Språk og litteratur, Vestfold;Horten;SPRÅK;2023;0
Førstegangsvitnemålskvote;UIB;Poenggrense;Hovedopptak;184 893;Språkvitenskap;Bergen;SPRÅK;2023;0
Førstegangsvitnemålskvote;UIB;Søkere på venteliste;Hovedopptak;184 893;Språkvitenskap;Bergen;SPRÅK;2023;0
Ordinær kvote;UIB;Poenggrense;Hovedopptak;184 893;Språkvitenskap;Bergen;SPRÅK;2023;0
Ordinær kvote;UIB;Søkere på venteliste;Hovedopptak;184 893;Språkvitenskap;Bergen;SPRÅK;2023;0
Førstegangsvitnemålskvote;UIB;Poenggrense;Suppleringsopptak;184 893;Språkvitenskap;Bergen;SPRÅK;2023;0
Førstegangsvitnemålskvote;UIB;Søkere på venteliste;Suppleringsopptak;184 893;Språkvitenskap;Bergen;SPRÅK;2023;0
Ordinær kvote;UIB;Poenggrense;Suppleringsopptak;184 893;Språkvitenskap;Bergen;SPRÅK;2023;0
Ordinær kvote;UIB;Søkere på venteliste;Suppleringsopptak;184 893;Språkvitenskap;Bergen;SPRÅK;2023;0
Førstegangsvitnemålskvote;UIB;Poenggrense;Hovedopptak;184 914;Statistikk og data science;Bergen;REALFAG;2023;0
Førstegangsvitnemålskvote;UIB;Søkere på venteliste;Hovedopptak;184 914;Statistikk og data science;Bergen;REALFAG;2023;0
Ordinær kvote;UIB;Poenggrense;Hovedopptak;184 914;Statistikk og data science;Bergen;REALFAG;2023;0
Ordinær kvote;UIB;Søkere på venteliste;Hovedopptak;184 914;Statistikk og data science;Bergen;REALFAG;2023;0
Førstegangsvitnemålskvote;UIB;Poenggrense;Suppleringsopptak;184 914;Statistikk og data science;Bergen;REALFAG;2023;0
Førstegangsvitnemålskvote;UIB;Søkere på venteliste;Suppleringsopptak;184 914;Statistikk og data science;Bergen;REALFAG;2023;0
Ordinær kvote;UIB;Poenggrense;Suppleringsopptak;184 914;Statistikk og data science;Bergen;REALFAG;2023;0
Ordinær kvote;UIB;Søkere på venteliste;Suppleringsopptak;184 914;Statistikk og data science;Bergen;REALFAG;2023;0
Førstegangsvitnemålskvote;USN;Poenggrense;Hovedopptak;222 881;Statsvitenskap;Drammen;SAMFUNN;2023;37.7
Førstegangsvitnemålskvote;USN;Søkere på venteliste;Hovedopptak;222 881;Statsvitenskap;Drammen;SAMFUNN;2023;23
Ordinær kvote;USN;Poenggrense;Hovedopptak;222 881;Statsvitenskap;Drammen;SAMFUNN;2023;44
Ordinær kvote;USN;Søkere på venteliste;Hovedopptak;222 881;Statsvitenskap;Drammen;SAMFUNN;2023;49
Førstegangsvitnemålskvote;USN;Poenggrense;Suppleringsopptak;222 881;Statsvitenskap;Drammen;SAMFUNN;2023;37.3
Førstegangsvitnemålskvote;USN;Søkere på venteliste;Suppleringsopptak;222 881;Statsvitenskap;Drammen;SAMFUNN;2023;8
Ordinær kvote;USN;Poenggrense;Suppleringsopptak;222 881;Statsvitenskap;Drammen;SAMFUNN;2023;44
Ordinær kvote;USN;Søkere på venteliste;Suppleringsopptak;222 881;Statsvitenskap;Drammen;SAMFUNN;2023;28
Førstegangsvitnemålskvote;UIT;Poenggrense;Hovedopptak;186 881;Statsvitenskap;Tromsø;SAMFUNN;2023;0
Førstegangsvitnemålskvote;UIT;Søkere på venteliste;Hovedopptak;186 881;Statsvitenskap;Tromsø;SAMFUNN;2023;0
Ordinær kvote;UIT;Poenggrense;Hovedopptak;186 881;Statsvitenskap;Tromsø;SAMFUNN;2023;0
Ordinær kvote;UIT;Søkere på venteliste;Hovedopptak;186 881;Statsvitenskap;Tromsø;SAMFUNN;2023;0
Førstegangsvitnemålskvote;UIT;Poenggrense;Suppleringsopptak;186 881;Statsvitenskap;Tromsø;SAMFUNN;2023;0
Førstegangsvitnemålskvote;UIT;Søkere på venteliste;Suppleringsopptak;186 881;Statsvitenskap;Tromsø;SAMFUNN;2023;0
Ordinær kvote;UIT;Poenggrense;Suppleringsopptak;186 881;Statsvitenskap;Tromsø;SAMFUNN;2023;0
Ordinær kvote;UIT;Søkere på venteliste;Suppleringsopptak;186 881;Statsvitenskap;Tromsø;SAMFUNN;2023;0
Førstegangsvitnemålskvote;UIA;Poenggrense;Hovedopptak;201 238;Statsvitenskap, årsstudium;Kristiansand;SAMFUNN;2023;0
Førstegangsvitnemålskvote;UIA;Søkere på venteliste;Hovedopptak;201 238;Statsvitenskap, årsstudium;Kristiansand;SAMFUNN;2023;0
Ordinær kvote;UIA;Poenggrense;Hovedopptak;201 238;Statsvitenskap, årsstudium;Kristiansand;SAMFUNN;2023;0
Ordinær kvote;UIA;Søkere på venteliste;Hovedopptak;201 238;Statsvitenskap, årsstudium;Kristiansand;SAMFUNN;2023;0
Førstegangsvitnemålskvote;UIA;Poenggrense;Suppleringsopptak;201 238;Statsvitenskap, årsstudium;Kristiansand;SAMFUNN;2023;0
Førstegangsvitnemålskvote;UIA;Søkere på venteliste;Suppleringsopptak;201 238;Statsvitenskap, årsstudium;Kristiansand;SAMFUNN;2023;0
Ordinær kvote;UIA;Poenggrense;Suppleringsopptak;201 238;Statsvitenskap, årsstudium;Kristiansand;SAMFUNN;2023;0
Ordinær kvote;UIA;Søkere på venteliste;Suppleringsopptak;201 238;Statsvitenskap, årsstudium;Kristiansand;SAMFUNN;2023;0
Førstegangsvitnemålskvote;UIO;Poenggrense;Hovedopptak;185 238;Statsvitenskap, årsstudium;Oslo;SAMFUNN;2023;48
Førstegangsvitnemålskvote;UIO;Søkere på venteliste;Hovedopptak;185 238;Statsvitenskap, årsstudium;Oslo;SAMFUNN;2023;114
Ordinær kvote;UIO;Poenggrense;Hovedopptak;185 238;Statsvitenskap, årsstudium;Oslo;SAMFUNN;2023;55.1
Ordinær kvote;UIO;Søkere på venteliste;Hovedopptak;185 238;Statsvitenskap, årsstudium;Oslo;SAMFUNN;2023;270
Førstegangsvitnemålskvote;UIO;Poenggrense;Suppleringsopptak;185 238;Statsvitenskap, årsstudium;Oslo;SAMFUNN;2023;47.6
Førstegangsvitnemålskvote;UIO;Søkere på venteliste;Suppleringsopptak;185 238;Statsvitenskap, årsstudium;Oslo;SAMFUNN;2023;42
Ordinær kvote;UIO;Poenggrense;Suppleringsopptak;185 238;Statsvitenskap, årsstudium;Oslo;SAMFUNN;2023;54.2
Ordinær kvote;UIO;Søkere på venteliste;Suppleringsopptak;185 238;Statsvitenskap, årsstudium;Oslo;SAMFUNN;2023;109
Førstegangsvitnemålskvote;NTNU;Poenggrense;Hovedopptak;194 238;Statsvitenskap, årsstudium;Trondheim;SAMFUNN;2023;48
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Hovedopptak;194 238;Statsvitenskap, årsstudium;Trondheim;SAMFUNN;2023;84
Ordinær kvote;NTNU;Poenggrense;Hovedopptak;194 238;Statsvitenskap, årsstudium;Trondheim;SAMFUNN;2023;51.1
Ordinær kvote;NTNU;Søkere på venteliste;Hovedopptak;194 238;Statsvitenskap, årsstudium;Trondheim;SAMFUNN;2023;133
Førstegangsvitnemålskvote;NTNU;Poenggrense;Suppleringsopptak;194 238;Statsvitenskap, årsstudium;Trondheim;SAMFUNN;2023;48
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 238;Statsvitenskap, årsstudium;Trondheim;SAMFUNN;2023;34
Ordinær kvote;NTNU;Poenggrense;Suppleringsopptak;194 238;Statsvitenskap, årsstudium;Trondheim;SAMFUNN;2023;51.1
Ordinær kvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 238;Statsvitenskap, årsstudium;Trondheim;SAMFUNN;2023;56
Førstegangsvitnemålskvote;UIA;Poenggrense;Hovedopptak;201 881;Statsvitenskap, bachelor;Kristiansand;SAMFUNN;2023;43.8
Førstegangsvitnemålskvote;UIA;Søkere på venteliste;Hovedopptak;201 881;Statsvitenskap, bachelor;Kristiansand;SAMFUNN;2023;47
Ordinær kvote;UIA;Poenggrense;Hovedopptak;201 881;Statsvitenskap, bachelor;Kristiansand;SAMFUNN;2023;43.8
Ordinær kvote;UIA;Søkere på venteliste;Hovedopptak;201 881;Statsvitenskap, bachelor;Kristiansand;SAMFUNN;2023;67
Førstegangsvitnemålskvote;UIA;Poenggrense;Suppleringsopptak;201 881;Statsvitenskap, bachelor;Kristiansand;SAMFUNN;2023;43.8
Førstegangsvitnemålskvote;UIA;Søkere på venteliste;Suppleringsopptak;201 881;Statsvitenskap, bachelor;Kristiansand;SAMFUNN;2023;26
Ordinær kvote;UIA;Poenggrense;Suppleringsopptak;201 881;Statsvitenskap, bachelor;Kristiansand;SAMFUNN;2023;43.6
Ordinær kvote;UIA;Søkere på venteliste;Suppleringsopptak;201 881;Statsvitenskap, bachelor;Kristiansand;SAMFUNN;2023;35
Førstegangsvitnemålskvote;UIO;Poenggrense;Hovedopptak;185 881;Statsvitenskap, bachelor;Oslo;SAMFUNN;2023;50.9
Førstegangsvitnemålskvote;UIO;Søkere på venteliste;Hovedopptak;185 881;Statsvitenskap, bachelor;Oslo;SAMFUNN;2023;312
Ordinær kvote;UIO;Poenggrense;Hovedopptak;185 881;Statsvitenskap, bachelor;Oslo;SAMFUNN;2023;54.8
Ordinær kvote;UIO;Søkere på venteliste;Hovedopptak;185 881;Statsvitenskap, bachelor;Oslo;SAMFUNN;2023;494
Førstegangsvitnemålskvote;UIO;Poenggrense;Suppleringsopptak;185 881;Statsvitenskap, bachelor;Oslo;SAMFUNN;2023;50.9
Førstegangsvitnemålskvote;UIO;Søkere på venteliste;Suppleringsopptak;185 881;Statsvitenskap, bachelor;Oslo;SAMFUNN;2023;159
Ordinær kvote;UIO;Poenggrense;Suppleringsopptak;185 881;Statsvitenskap, bachelor;Oslo;SAMFUNN;2023;54.8
Ordinær kvote;UIO;Søkere på venteliste;Suppleringsopptak;185 881;Statsvitenskap, bachelor;Oslo;SAMFUNN;2023;267
Førstegangsvitnemålskvote;UIS;Poenggrense;Hovedopptak;217 881;Statsvitenskap, bachelor;Stavanger;SAMFUNN;2023;42.6
Førstegangsvitnemålskvote;UIS;Søkere på venteliste;Hovedopptak;217 881;Statsvitenskap, bachelor;Stavanger;SAMFUNN;2023;34
Ordinær kvote;UIS;Poenggrense;Hovedopptak;217 881;Statsvitenskap, bachelor;Stavanger;SAMFUNN;2023;42
Ordinær kvote;UIS;Søkere på venteliste;Hovedopptak;217 881;Statsvitenskap, bachelor;Stavanger;SAMFUNN;2023;59
Førstegangsvitnemålskvote;UIS;Poenggrense;Suppleringsopptak;217 881;Statsvitenskap, bachelor;Stavanger;SAMFUNN;2023;41.5
Førstegangsvitnemålskvote;UIS;Søkere på venteliste;Suppleringsopptak;217 881;Statsvitenskap, bachelor;Stavanger;SAMFUNN;2023;13
Ordinær kvote;UIS;Poenggrense;Suppleringsopptak;217 881;Statsvitenskap, bachelor;Stavanger;SAMFUNN;2023;42
Ordinær kvote;UIS;Søkere på venteliste;Suppleringsopptak;217 881;Statsvitenskap, bachelor;Stavanger;SAMFUNN;2023;27
Førstegangsvitnemålskvote;NTNU;Poenggrense;Hovedopptak;194 881;Statsvitenskap, bachelor;Trondheim;SAMFUNN;2023;50.2
