Kvote;Lærested;Measure Names;Opptaksrunde;Studiekode;Studienavn;Studiested;Utdanningsområde og -type;År;Measure Values
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Hovedopptak;194 881;Statsvitenskap, bachelor;Trondheim;SAMFUNN;2023;273
Ordinær kvote;NTNU;Poenggrense;Hovedopptak;194 881;Statsvitenskap, bachelor;Trondheim;SAMFUNN;2023;52.1
Ordinær kvote;NTNU;Søkere på venteliste;Hovedopptak;194 881;Statsvitenskap, bachelor;Trondheim;SAMFUNN;2023;355
Førstegangsvitnemålskvote;NTNU;Poenggrense;Suppleringsopptak;194 881;Statsvitenskap, bachelor;Trondheim;SAMFUNN;2023;50.2
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 881;Statsvitenskap, bachelor;Trondheim;SAMFUNN;2023;121
Ordinær kvote;NTNU;Poenggrense;Suppleringsopptak;194 881;Statsvitenskap, bachelor;Trondheim;SAMFUNN;2023;52.1
Ordinær kvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 881;Statsvitenskap, bachelor;Trondheim;SAMFUNN;2023;162
Førstegangsvitnemålskvote;NTNU;Poenggrense;Hovedopptak;194 242;Studier av kunnskap, teknologi og samfunn (STS);Trondheim;SAMFUNN;2023;36.2
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Hovedopptak;194 242;Studier av kunnskap, teknologi og samfunn (STS);Trondheim;SAMFUNN;2023;3
Ordinær kvote;NTNU;Poenggrense;Hovedopptak;194 242;Studier av kunnskap, teknologi og samfunn (STS);Trondheim;SAMFUNN;2023;50.4
Ordinær kvote;NTNU;Søkere på venteliste;Hovedopptak;194 242;Studier av kunnskap, teknologi og samfunn (STS);Trondheim;SAMFUNN;2023;27
Førstegangsvitnemålskvote;NTNU;Poenggrense;Suppleringsopptak;194 242;Studier av kunnskap, teknologi og samfunn (STS);Trondheim;SAMFUNN;2023;30.9
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 242;Studier av kunnskap, teknologi og samfunn (STS);Trondheim;SAMFUNN;2023;1
Ordinær kvote;NTNU;Poenggrense;Suppleringsopptak;194 242;Studier av kunnskap, teknologi og samfunn (STS);Trondheim;SAMFUNN;2023;50.4
Ordinær kvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 242;Studier av kunnskap, teknologi og samfunn (STS);Trondheim;SAMFUNN;2023;12
Førstegangsvitnemålskvote;LDH;Poenggrense;Hovedopptak;230 050;Sykepleie;Oslo;HELSEFAG - SYKEPL;2023;46.4
Førstegangsvitnemålskvote;LDH;Søkere på venteliste;Hovedopptak;230 050;Sykepleie;Oslo;HELSEFAG - SYKEPL;2023;240
Ordinær kvote;LDH;Poenggrense;Hovedopptak;230 050;Sykepleie;Oslo;HELSEFAG - SYKEPL;2023;51.1
Ordinær kvote;LDH;Søkere på venteliste;Hovedopptak;230 050;Sykepleie;Oslo;HELSEFAG - SYKEPL;2023;394
Førstegangsvitnemålskvote;LDH;Poenggrense;Suppleringsopptak;230 050;Sykepleie;Oslo;HELSEFAG - SYKEPL;2023;45.7
Førstegangsvitnemålskvote;LDH;Søkere på venteliste;Suppleringsopptak;230 050;Sykepleie;Oslo;HELSEFAG - SYKEPL;2023;89
Ordinær kvote;LDH;Poenggrense;Suppleringsopptak;230 050;Sykepleie;Oslo;HELSEFAG - SYKEPL;2023;50.5
Ordinær kvote;LDH;Søkere på venteliste;Suppleringsopptak;230 050;Sykepleie;Oslo;HELSEFAG - SYKEPL;2023;159
Førstegangsvitnemålskvote;UIS;Poenggrense;Hovedopptak;217 050;Sykepleie;Stavanger;HELSEFAG - SYKEPL;2023;39.8
Førstegangsvitnemålskvote;UIS;Søkere på venteliste;Hovedopptak;217 050;Sykepleie;Stavanger;HELSEFAG - SYKEPL;2023;31
Ordinær kvote;UIS;Poenggrense;Hovedopptak;217 050;Sykepleie;Stavanger;HELSEFAG - SYKEPL;2023;39
Ordinær kvote;UIS;Søkere på venteliste;Hovedopptak;217 050;Sykepleie;Stavanger;HELSEFAG - SYKEPL;2023;33
Førstegangsvitnemålskvote;UIS;Poenggrense;Suppleringsopptak;217 050;Sykepleie;Stavanger;HELSEFAG - SYKEPL;2023;36.9
Førstegangsvitnemålskvote;UIS;Søkere på venteliste;Suppleringsopptak;217 050;Sykepleie;Stavanger;HELSEFAG - SYKEPL;2023;13
Ordinær kvote;UIS;Poenggrense;Suppleringsopptak;217 050;Sykepleie;Stavanger;HELSEFAG - SYKEPL;2023;38.8
Ordinær kvote;UIS;Søkere på venteliste;Suppleringsopptak;217 050;Sykepleie;Stavanger;HELSEFAG - SYKEPL;2023;14
Førstegangsvitnemålskvote;NTNU;Poenggrense;Hovedopptak;194 056;Sykepleie, Ålesund;Ålesund;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Hovedopptak;194 056;Sykepleie, Ålesund;Ålesund;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;NTNU;Poenggrense;Hovedopptak;194 056;Sykepleie, Ålesund;Ålesund;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;NTNU;Søkere på venteliste;Hovedopptak;194 056;Sykepleie, Ålesund;Ålesund;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;NTNU;Poenggrense;Suppleringsopptak;194 056;Sykepleie, Ålesund;Ålesund;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 056;Sykepleie, Ålesund;Ålesund;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;NTNU;Poenggrense;Suppleringsopptak;194 056;Sykepleie, Ålesund;Ålesund;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 056;Sykepleie, Ålesund;Ålesund;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;VID;Poenggrense;Hovedopptak;251 055;Sykepleie, Bergen;Bergen;HELSEFAG - SYKEPL;2023;44.3
Førstegangsvitnemålskvote;VID;Søkere på venteliste;Hovedopptak;251 055;Sykepleie, Bergen;Bergen;HELSEFAG - SYKEPL;2023;187
Ordinær kvote;VID;Poenggrense;Hovedopptak;251 055;Sykepleie, Bergen;Bergen;HELSEFAG - SYKEPL;2023;46.3
Ordinær kvote;VID;Søkere på venteliste;Hovedopptak;251 055;Sykepleie, Bergen;Bergen;HELSEFAG - SYKEPL;2023;252
Førstegangsvitnemålskvote;VID;Poenggrense;Suppleringsopptak;251 055;Sykepleie, Bergen;Bergen;HELSEFAG - SYKEPL;2023;43.6
Førstegangsvitnemålskvote;VID;Søkere på venteliste;Suppleringsopptak;251 055;Sykepleie, Bergen;Bergen;HELSEFAG - SYKEPL;2023;100
Ordinær kvote;VID;Poenggrense;Suppleringsopptak;251 055;Sykepleie, Bergen;Bergen;HELSEFAG - SYKEPL;2023;45.6
Ordinær kvote;VID;Søkere på venteliste;Suppleringsopptak;251 055;Sykepleie, Bergen;Bergen;HELSEFAG - SYKEPL;2023;139
Førstegangsvitnemålskvote;HVL;Poenggrense;Hovedopptak;203 050;Sykepleie, Bergen, høst;Bergen;HELSEFAG - SYKEPL;2023;47.7
Førstegangsvitnemålskvote;HVL;Søkere på venteliste;Hovedopptak;203 050;Sykepleie, Bergen, høst;Bergen;HELSEFAG - SYKEPL;2023;327
Ordinær kvote;HVL;Poenggrense;Hovedopptak;203 050;Sykepleie, Bergen, høst;Bergen;HELSEFAG - SYKEPL;2023;50.5
Ordinær kvote;HVL;Søkere på venteliste;Hovedopptak;203 050;Sykepleie, Bergen, høst;Bergen;HELSEFAG - SYKEPL;2023;472
Førstegangsvitnemålskvote;HVL;Poenggrense;Suppleringsopptak;203 050;Sykepleie, Bergen, høst;Bergen;HELSEFAG - SYKEPL;2023;47.5
Førstegangsvitnemålskvote;HVL;Søkere på venteliste;Suppleringsopptak;203 050;Sykepleie, Bergen, høst;Bergen;HELSEFAG - SYKEPL;2023;157
Ordinær kvote;HVL;Poenggrense;Suppleringsopptak;203 050;Sykepleie, Bergen, høst;Bergen;HELSEFAG - SYKEPL;2023;50
Ordinær kvote;HVL;Søkere på venteliste;Suppleringsopptak;203 050;Sykepleie, Bergen, høst;Bergen;HELSEFAG - SYKEPL;2023;232
Førstegangsvitnemålskvote;NORD;Poenggrense;Hovedopptak;204 050;Sykepleie, Bodø;Bodø;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;NORD;Søkere på venteliste;Hovedopptak;204 050;Sykepleie, Bodø;Bodø;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;NORD;Poenggrense;Hovedopptak;204 050;Sykepleie, Bodø;Bodø;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;NORD;Søkere på venteliste;Hovedopptak;204 050;Sykepleie, Bodø;Bodø;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;NORD;Poenggrense;Suppleringsopptak;204 050;Sykepleie, Bodø;Bodø;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;NORD;Søkere på venteliste;Suppleringsopptak;204 050;Sykepleie, Bodø;Bodø;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;NORD;Poenggrense;Suppleringsopptak;204 050;Sykepleie, Bodø;Bodø;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;NORD;Søkere på venteliste;Suppleringsopptak;204 050;Sykepleie, Bodø;Bodø;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;VID;Poenggrense;Hovedopptak;251 059;Sykepleie, deltid;Oslo;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;VID;Søkere på venteliste;Hovedopptak;251 059;Sykepleie, deltid;Oslo;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;VID;Poenggrense;Hovedopptak;251 059;Sykepleie, deltid;Oslo;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;VID;Søkere på venteliste;Hovedopptak;251 059;Sykepleie, deltid;Oslo;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;VID;Poenggrense;Suppleringsopptak;251 059;Sykepleie, deltid;Oslo;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;VID;Søkere på venteliste;Suppleringsopptak;251 059;Sykepleie, deltid;Oslo;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;VID;Poenggrense;Suppleringsopptak;251 059;Sykepleie, deltid;Oslo;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;VID;Søkere på venteliste;Suppleringsopptak;251 059;Sykepleie, deltid;Oslo;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;INN;Poenggrense;Hovedopptak;209 052;Sykepleie, deltid, Elverum;Elverum;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Hovedopptak;209 052;Sykepleie, deltid, Elverum;Elverum;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;INN;Poenggrense;Hovedopptak;209 052;Sykepleie, deltid, Elverum;Elverum;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;INN;Søkere på venteliste;Hovedopptak;209 052;Sykepleie, deltid, Elverum;Elverum;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;INN;Poenggrense;Suppleringsopptak;209 052;Sykepleie, deltid, Elverum;Elverum;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Suppleringsopptak;209 052;Sykepleie, deltid, Elverum;Elverum;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;INN;Poenggrense;Suppleringsopptak;209 052;Sykepleie, deltid, Elverum;Elverum;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;INN;Søkere på venteliste;Suppleringsopptak;209 052;Sykepleie, deltid, Elverum;Elverum;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;USN;Poenggrense;Hovedopptak;222 589;Sykepleie, deltid, Hallingdal;Gol;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;USN;Søkere på venteliste;Hovedopptak;222 589;Sykepleie, deltid, Hallingdal;Gol;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;USN;Poenggrense;Hovedopptak;222 589;Sykepleie, deltid, Hallingdal;Gol;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;USN;Søkere på venteliste;Hovedopptak;222 589;Sykepleie, deltid, Hallingdal;Gol;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;USN;Poenggrense;Suppleringsopptak;222 589;Sykepleie, deltid, Hallingdal;Gol;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;USN;Søkere på venteliste;Suppleringsopptak;222 589;Sykepleie, deltid, Hallingdal;Gol;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;USN;Poenggrense;Suppleringsopptak;222 589;Sykepleie, deltid, Hallingdal;Gol;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;USN;Søkere på venteliste;Suppleringsopptak;222 589;Sykepleie, deltid, Hallingdal;Gol;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;VID;Poenggrense;Hovedopptak;251 053;Sykepleie, deltid, Sandnessjøen;Alstahaug;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;VID;Søkere på venteliste;Hovedopptak;251 053;Sykepleie, deltid, Sandnessjøen;Alstahaug;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;VID;Poenggrense;Hovedopptak;251 053;Sykepleie, deltid, Sandnessjøen;Alstahaug;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;VID;Søkere på venteliste;Hovedopptak;251 053;Sykepleie, deltid, Sandnessjøen;Alstahaug;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;VID;Poenggrense;Suppleringsopptak;251 053;Sykepleie, deltid, Sandnessjøen;Alstahaug;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;VID;Søkere på venteliste;Suppleringsopptak;251 053;Sykepleie, deltid, Sandnessjøen;Alstahaug;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;VID;Poenggrense;Suppleringsopptak;251 053;Sykepleie, deltid, Sandnessjøen;Alstahaug;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;VID;Søkere på venteliste;Suppleringsopptak;251 053;Sykepleie, deltid, Sandnessjøen;Alstahaug;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;INN;Poenggrense;Hovedopptak;209 051;Sykepleie, deltid, Tynset;Tynset;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Hovedopptak;209 051;Sykepleie, deltid, Tynset;Tynset;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;INN;Poenggrense;Hovedopptak;209 051;Sykepleie, deltid, Tynset;Tynset;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;INN;Søkere på venteliste;Hovedopptak;209 051;Sykepleie, deltid, Tynset;Tynset;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;INN;Poenggrense;Suppleringsopptak;209 051;Sykepleie, deltid, Tynset;Tynset;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Suppleringsopptak;209 051;Sykepleie, deltid, Tynset;Tynset;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;INN;Poenggrense;Suppleringsopptak;209 051;Sykepleie, deltid, Tynset;Tynset;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;INN;Søkere på venteliste;Suppleringsopptak;209 051;Sykepleie, deltid, Tynset;Tynset;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;USN;Poenggrense;Hovedopptak;222 059;Sykepleie, deltid, Vestfold og Telemark;Notodden;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;USN;Søkere på venteliste;Hovedopptak;222 059;Sykepleie, deltid, Vestfold og Telemark;Notodden;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;USN;Poenggrense;Hovedopptak;222 059;Sykepleie, deltid, Vestfold og Telemark;Notodden;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;USN;Søkere på venteliste;Hovedopptak;222 059;Sykepleie, deltid, Vestfold og Telemark;Notodden;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;USN;Poenggrense;Suppleringsopptak;222 059;Sykepleie, deltid, Vestfold og Telemark;Notodden;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;USN;Søkere på venteliste;Suppleringsopptak;222 059;Sykepleie, deltid, Vestfold og Telemark;Notodden;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;USN;Poenggrense;Suppleringsopptak;222 059;Sykepleie, deltid, Vestfold og Telemark;Notodden;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;USN;Søkere på venteliste;Suppleringsopptak;222 059;Sykepleie, deltid, Vestfold og Telemark;Notodden;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;USN;Poenggrense;Hovedopptak;222 051;Sykepleie, Drammen;Drammen;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;USN;Søkere på venteliste;Hovedopptak;222 051;Sykepleie, Drammen;Drammen;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;USN;Poenggrense;Hovedopptak;222 051;Sykepleie, Drammen;Drammen;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;USN;Søkere på venteliste;Hovedopptak;222 051;Sykepleie, Drammen;Drammen;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;USN;Poenggrense;Suppleringsopptak;222 051;Sykepleie, Drammen;Drammen;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;USN;Søkere på venteliste;Suppleringsopptak;222 051;Sykepleie, Drammen;Drammen;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;USN;Poenggrense;Suppleringsopptak;222 051;Sykepleie, Drammen;Drammen;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;USN;Søkere på venteliste;Suppleringsopptak;222 051;Sykepleie, Drammen;Drammen;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;INN;Poenggrense;Hovedopptak;209 050;Sykepleie, Elverum;Elverum;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Hovedopptak;209 050;Sykepleie, Elverum;Elverum;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;INN;Poenggrense;Hovedopptak;209 050;Sykepleie, Elverum;Elverum;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;INN;Søkere på venteliste;Hovedopptak;209 050;Sykepleie, Elverum;Elverum;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;INN;Poenggrense;Suppleringsopptak;209 050;Sykepleie, Elverum;Elverum;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Suppleringsopptak;209 050;Sykepleie, Elverum;Elverum;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;INN;Poenggrense;Suppleringsopptak;209 050;Sykepleie, Elverum;Elverum;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;INN;Søkere på venteliste;Suppleringsopptak;209 050;Sykepleie, Elverum;Elverum;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;HVL;Poenggrense;Hovedopptak;203 054;Sykepleie, Førde, høst;Sunnfjord;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;HVL;Søkere på venteliste;Hovedopptak;203 054;Sykepleie, Førde, høst;Sunnfjord;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;HVL;Poenggrense;Hovedopptak;203 054;Sykepleie, Førde, høst;Sunnfjord;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;HVL;Søkere på venteliste;Hovedopptak;203 054;Sykepleie, Førde, høst;Sunnfjord;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;HVL;Poenggrense;Suppleringsopptak;203 054;Sykepleie, Førde, høst;Sunnfjord;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;HVL;Søkere på venteliste;Suppleringsopptak;203 054;Sykepleie, Førde, høst;Sunnfjord;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;HVL;Poenggrense;Suppleringsopptak;203 054;Sykepleie, Førde, høst;Sunnfjord;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;HVL;Søkere på venteliste;Suppleringsopptak;203 054;Sykepleie, Førde, høst;Sunnfjord;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;HVL;Poenggrense;Hovedopptak;203 052;Sykepleie, Førde, vår;Sunnfjord;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;HVL;Søkere på venteliste;Hovedopptak;203 052;Sykepleie, Førde, vår;Sunnfjord;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;HVL;Poenggrense;Hovedopptak;203 052;Sykepleie, Førde, vår;Sunnfjord;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;HVL;Søkere på venteliste;Hovedopptak;203 052;Sykepleie, Førde, vår;Sunnfjord;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;HVL;Poenggrense;Suppleringsopptak;203 052;Sykepleie, Førde, vår;Sunnfjord;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;HVL;Søkere på venteliste;Suppleringsopptak;203 052;Sykepleie, Førde, vår;Sunnfjord;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;HVL;Poenggrense;Suppleringsopptak;203 052;Sykepleie, Førde, vår;Sunnfjord;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;HVL;Søkere på venteliste;Suppleringsopptak;203 052;Sykepleie, Førde, vår;Sunnfjord;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;HIØ;Poenggrense;Hovedopptak;224 050;Sykepleie, Fredrikstad;Fredrikstad;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;HIØ;Søkere på venteliste;Hovedopptak;224 050;Sykepleie, Fredrikstad;Fredrikstad;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;HIØ;Poenggrense;Hovedopptak;224 050;Sykepleie, Fredrikstad;Fredrikstad;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;HIØ;Søkere på venteliste;Hovedopptak;224 050;Sykepleie, Fredrikstad;Fredrikstad;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;HIØ;Poenggrense;Suppleringsopptak;224 050;Sykepleie, Fredrikstad;Fredrikstad;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;HIØ;Søkere på venteliste;Suppleringsopptak;224 050;Sykepleie, Fredrikstad;Fredrikstad;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;HIØ;Poenggrense;Suppleringsopptak;224 050;Sykepleie, Fredrikstad;Fredrikstad;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;HIØ;Søkere på venteliste;Suppleringsopptak;224 050;Sykepleie, Fredrikstad;Fredrikstad;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;NTNU;Poenggrense;Hovedopptak;194 050;Sykepleie, Gjøvik;Gjøvik;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Hovedopptak;194 050;Sykepleie, Gjøvik;Gjøvik;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;NTNU;Poenggrense;Hovedopptak;194 050;Sykepleie, Gjøvik;Gjøvik;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;NTNU;Søkere på venteliste;Hovedopptak;194 050;Sykepleie, Gjøvik;Gjøvik;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;NTNU;Poenggrense;Suppleringsopptak;194 050;Sykepleie, Gjøvik;Gjøvik;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 050;Sykepleie, Gjøvik;Gjøvik;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;NTNU;Poenggrense;Suppleringsopptak;194 050;Sykepleie, Gjøvik;Gjøvik;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 050;Sykepleie, Gjøvik;Gjøvik;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;UIA;Poenggrense;Hovedopptak;201 052;Sykepleie, Grimstad;Grimstad;HELSEFAG - SYKEPL;2023;41
Førstegangsvitnemålskvote;UIA;Søkere på venteliste;Hovedopptak;201 052;Sykepleie, Grimstad;Grimstad;HELSEFAG - SYKEPL;2023;54
Ordinær kvote;UIA;Poenggrense;Hovedopptak;201 052;Sykepleie, Grimstad;Grimstad;HELSEFAG - SYKEPL;2023;43
Ordinær kvote;UIA;Søkere på venteliste;Hovedopptak;201 052;Sykepleie, Grimstad;Grimstad;HELSEFAG - SYKEPL;2023;72
Førstegangsvitnemålskvote;UIA;Poenggrense;Suppleringsopptak;201 052;Sykepleie, Grimstad;Grimstad;HELSEFAG - SYKEPL;2023;41
Førstegangsvitnemålskvote;UIA;Søkere på venteliste;Suppleringsopptak;201 052;Sykepleie, Grimstad;Grimstad;HELSEFAG - SYKEPL;2023;27
Ordinær kvote;UIA;Poenggrense;Suppleringsopptak;201 052;Sykepleie, Grimstad;Grimstad;HELSEFAG - SYKEPL;2023;43
Ordinær kvote;UIA;Søkere på venteliste;Suppleringsopptak;201 052;Sykepleie, Grimstad;Grimstad;HELSEFAG - SYKEPL;2023;41
Førstegangsvitnemålskvote;UIT;Poenggrense;Hovedopptak;186 051;Sykepleie, Hammerfest;Hammerfest;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;UIT;Søkere på venteliste;Hovedopptak;186 051;Sykepleie, Hammerfest;Hammerfest;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;UIT;Poenggrense;Hovedopptak;186 051;Sykepleie, Hammerfest;Hammerfest;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;UIT;Søkere på venteliste;Hovedopptak;186 051;Sykepleie, Hammerfest;Hammerfest;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;UIT;Poenggrense;Suppleringsopptak;186 051;Sykepleie, Hammerfest;Hammerfest;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;UIT;Søkere på venteliste;Suppleringsopptak;186 051;Sykepleie, Hammerfest;Hammerfest;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;UIT;Poenggrense;Suppleringsopptak;186 051;Sykepleie, Hammerfest;Hammerfest;HELSEFAG - SYKEPL;2023;0
Ordinær kvote;UIT;Søkere på venteliste;Suppleringsopptak;186 051;Sykepleie, Hammerfest;Hammerfest;HELSEFAG - SYKEPL;2023;0
Førstegangsvitnemålskvote;UIT;Poenggrense;Hovedopptak;186 055;Sykepleie, Harstad;Harstad;HELSEFAG - SYKEPL;2023;0
